title,genres,popularity,release_date,budget,revenue,vote_count,vote_average,status,runtime,imdb_id,Metascore,imdbRating
The Ring,"['Horror', 'Mystery']",38.509,2002-10-18,48000000,249348933,6156,6.674,Released,115,tt0298130,57,7.1
White Snake: Afloat,"['Animation', 'Romance', 'Comedy', 'Fantasy']",33.036,2024-07-30,0,59307515,9,8.1,Released,133,tt30836045,N/A,N/A
On Her Majesty's Secret Service,"['Adventure', 'Action', 'Thriller']",35.377,1969-12-18,7000000,82000000,1890,6.6,Released,142,tt0064757,61,6.7
The Hunt for Red October,"['Action', 'Adventure', 'Thriller']",28.625,1990-03-02,30000000,200500000,3260,7.38,Released,135,tt0099810,58,7.5
The Pacifier,"['Comedy', 'Family', 'Action']",38.996,2005-03-04,56000000,198636868,3032,6.1,Released,95,tt0395699,30,5.6
127 Hours,"['Adventure', 'Drama', 'Thriller']",48.131,2010-11-12,18000000,35700000,7503,7.084,Released,94,tt1542344,82,7.5
The Little Things,"['Drama', 'Crime', 'Thriller']",26.266,2021-01-28,30000000,29942746,2491,6.335,Released,128,tt10016180,54,6.3
The Seven Deadly Sins: Grudge of Edinburgh Part 2,"['Action', 'Adventure', 'Fantasy', 'Animation']",35.159,2023-08-08,0,0,198,7.1,Released,55,tt25010142,N/A,6.2
The Torture Club,"['Drama', 'Comedy']",27.353,2014-07-19,0,0,41,5.268,Released,97,tt3617996,N/A,4.4
Dragon Ball Z: The Tree of Might,"['Action', 'Animation', 'Science Fiction']",39.375,1990-06-07,0,15000000,559,6.497,Released,61,tt0142233,N/A,6.8
Army of the Dead,"['Action', 'Crime', 'Horror']",33.884,2021-05-14,90000000,190700000,4006,6.23,Released,148,tt0993840,57,5.8
Escape from Alcatraz,"['Drama', 'Thriller']",42.124,1979-06-22,8000000,43004381,2767,7.5,Released,113,tt0079116,76,7.6
Deck the Halls on Cherry Lane,"['TV Movie', 'Comedy', 'Romance']",27.408,2024-12-19,0,0,0,0.0,Released,84,tt34355959,N/A,N/A
172 Days,"['Drama', 'Romance']",43.098,2023-11-23,0,0,23,5.6,Released,103,tt28005338,N/A,6.8
Stuart Little,"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']",37.372,1999-12-17,133000000,300100000,4364,6.066,Released,84,tt0164912,61,6.0
Die Another Day,"['Adventure', 'Action', 'Thriller']",46.871,2002-11-17,142000000,431971116,3504,5.984,Released,133,tt0246460,56,6.1
Y Tu Mamá También,"['Drama', 'Romance']",33.364,2001-06-08,5000000,33600000,1507,7.4,Released,106,tt0245574,89,7.7
Abraham Lincoln: Vampire Hunter,"['Action', 'Fantasy', 'Horror']",28.619,2012-06-20,69000000,116500000,3313,5.743,Released,105,tt1611224,42,5.9
Silent Hill,"['Horror', 'Mystery']",33.362,2006-04-21,50000000,100605135,4291,6.576,Released,125,tt0384537,31,6.5
Idol Seungha's R-Rated Film Shooting,['Drama'],35.604,2021-06-24,0,0,41,6.5,Released,61,,,
A Haunting in Venice,"['Mystery', 'Thriller', 'Crime']",30.402,2023-09-13,60000000,121400000,2297,6.632,Released,104,tt22687790,N/A,6.5
Call of the Blonde Goddess,"['Crime', 'Drama', 'Thriller', 'Horror']",25.259,1977-12-09,0,0,55,5.7,Released,82,tt0076645,N/A,4.4
Totally Killer,"['Comedy', 'Horror', 'Science Fiction']",30.903,2023-09-28,0,0,855,6.9,Released,105,tt11426232,N/A,6.5
King of Dallas,['Drama'],30.632,2024-08-01,50000,0,0,0.0,Released,150,tt29807526,N/A,N/A
Gattaca,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",31.745,1997-09-07,36000000,12532777,6324,7.56,Released,106,tt0119177,64,7.7
Alien Resurrection,"['Science Fiction', 'Horror', 'Action']",38.741,1997-11-12,70000000,162000000,4957,6.159,Released,109,tt0118583,63,6.2
Striking Rescue,"['Crime', 'Action', 'Thriller']",35.393,2024-12-05,0,0,5,6.3,Released,106,tt34466483,N/A,N/A
The Cat Returns,"['Adventure', 'Fantasy', 'Animation', 'Drama', 'Family']",33.99,2002-07-19,0,54016370,2196,7.116,Released,75,tt0347618,70,7.1
Never Back Down: No Surrender,"['Drama', 'Action']",35.739,2016-06-05,0,0,467,7.0,Released,101,tt4790268,N/A,6.3
Chaos Walking,"['Fantasy', 'Science Fiction', 'Adventure']",29.498,2021-02-24,125000000,26508132,2274,6.587,Released,109,tt2076822,38,5.7
Buried in Barstow,"['Thriller', 'Action', 'Drama']",32.361,2022-06-04,0,0,37,7.068,Released,85,tt16294738,N/A,6.6
New Life,"['Horror', 'Thriller', 'Mystery', 'Science Fiction']",34.527,2024-05-03,0,0,82,6.2,Released,84,tt18973958,N/A,5.5
Cleveland Abduction,"['Drama', 'Crime', 'TV Movie']",31.734,2015-05-02,0,0,379,7.2,Released,88,tt4262142,N/A,6.6
Elysium,"['Science Fiction', 'Action', 'Drama', 'Thriller']",35.732,2013-08-07,115000000,286140700,8816,6.5,Released,109,tt1535108,61,6.6
The Velveteen Rabbit,"['Animation', 'Family', 'Fantasy']",21.923,2023-11-21,0,0,58,7.0,Released,44,tt9900816,N/A,6.8
Amadeus,"['History', 'Music', 'Drama']",30.978,1984-09-19,18000000,90000000,4237,8.031,Released,160,tt0086879,87,8.4
Rio Bravo,['Western'],34.485,1959-03-18,1200000,5750000,1138,7.814,Released,141,tt0053221,93,8.0
DC League of Super-Pets,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",36.997,2022-07-27,90000000,203000000,1553,7.2,Released,105,tt8912936,56,7.1
In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",27.229,2015-12-03,100000000,93900000,4083,6.8,Released,122,tt1390411,47,6.9
Role Play,"['Action', 'Comedy', 'Romance']",40.279,2023-12-14,0,0,530,5.971,Released,101,tt12964320,N/A,5.5
Terrified,['Horror'],31.228,2018-05-03,0,0,661,6.694,Released,88,tt7549892,N/A,6.5
Mutual Relations,"['Comedy', 'Romance']",33.984,2015-12-01,0,0,11,5.6,Released,90,tt7453636,N/A,7.5
Nocturnal Animals,"['Drama', 'Thriller']",32.228,2016-11-04,22500000,29300000,7780,7.4,Released,117,tt4550098,67,7.4
Going in Style,"['Crime', 'Comedy']",28.98,2017-04-06,25000000,84618541,2776,6.709,Released,96,tt2568862,50,6.6
The Lion in Winter,"['Drama', 'History']",21.593,1968-10-30,0,0,344,7.4,Released,134,tt0063227,N/A,7.9
Airplane!,['Comedy'],35.897,1980-07-02,3500000,83453539,4481,7.294,Released,88,tt0080339,78,7.7
The Bricklayer,"['Action', 'Thriller']",30.448,2023-12-14,23900000,899683,288,5.825,Released,110,tt2016303,N/A,5.2
Highlander,"['Adventure', 'Action', 'Fantasy']",31.891,1986-03-07,19000000,12900000,2597,6.9,Released,116,tt0091203,24,7.0
Baise-moi,"['Crime', 'Drama', 'Thriller']",31.894,2000-06-28,0,940944,438,4.8,Released,77,tt0249380,35,4.4
Blacklight,"['Action', 'Thriller', 'Drama', 'Adventure']",26.661,2022-02-10,43000000,15902207,1099,6.2,Released,104,tt14060094,27,4.8
The Bucket List,"['Drama', 'Comedy']",26.64,2007-12-25,45000000,175400000,3759,7.187,Released,97,tt0825232,42,7.4
The Bourne Supremacy,"['Action', 'Drama', 'Thriller']",32.395,2004-07-23,75000000,288500217,7476,7.3,Released,108,tt0372183,73,7.7
Bureau 749,"['Action', 'Adventure', 'Science Fiction']",34.472,2024-10-01,0,0,11,3.5,Released,123,tt10210064,N/A,5.5
Tower Heist,"['Action', 'Comedy']",25.151,2011-11-02,75000000,152930623,2926,6.105,Released,104,tt0471042,59,6.2
Ashfall,"['Action', 'Adventure', 'Thriller']",27.895,2019-12-19,17700000,61321941,571,6.8,Released,128,tt11285908,N/A,6.2
The Evil Dead,['Horror'],38.388,1981-09-10,350000,29612367,3990,7.3,Released,85,tt0083907,71,7.4
Blame the Game,"['Comedy', 'Thriller', 'Romance']",24.504,2024-07-03,0,0,162,5.836,Released,92,tt28301898,N/A,5.4
The Little Rascals,"['Romance', 'Comedy', 'Family']",41.882,1994-08-05,0,67308282,1205,6.8,Released,82,tt0110366,45,6.3
The Farm,['Horror'],41.891,2019-04-19,0,0,342,5.377,Released,80,tt7959500,N/A,3.7
Barbie: A Fashion Fairytale,"['Family', 'Animation']",31.887,2010-09-14,0,0,752,7.2,Released,79,tt1725929,N/A,6.3
Kursk,"['Drama', 'History', 'Thriller', 'Action']",22.727,2018-11-07,20000000,0,609,6.7,Released,118,tt4951982,55,6.6
A Walk Among the Tombstones,"['Crime', 'Drama', 'Mystery', 'Thriller']",35.663,2014-09-18,28000000,58834384,2792,6.327,Released,114,tt0365907,57,6.5
Paprika,"['Animation', 'Science Fiction', 'Thriller']",33.387,2006-10-21,0,946590,2433,7.8,Released,90,tt0851578,81,7.7
Exodus,"['Drama', 'War']",21.544,1960-12-15,4000000,20000000,198,6.624,Released,207,tt0053804,70,6.7
The Game,"['Drama', 'Thriller', 'Mystery']",39.969,1997-09-12,50000000,109423648,6560,7.6,Released,129,tt0119174,63,7.7
Million Dollar Baby,['Drama'],29.885,2004-12-15,30000000,216763646,9541,7.957,Released,132,tt0405159,86,8.1
Pornocracy: The New Sex Multinationals,['Documentary'],35.433,2017-03-12,0,0,49,7.0,Released,77,tt6503230,N/A,6.0
Fallen Angels,"['Action', 'Romance', 'Crime']",33.707,1995-09-06,0,0,1052,7.7,Released,98,tt0112913,71,7.5
Love at First Sight,"['Romance', 'Drama']",30.256,2023-09-15,0,0,573,7.3,Released,91,tt2183014,N/A,6.8
Saturday Night,"['Comedy', 'Drama']",46.948,2024-09-27,25000000,9768328,105,6.9,Released,109,tt27657135,63,7.0
Quantum of Solace,"['Adventure', 'Action', 'Thriller', 'Crime']",36.719,2008-10-29,200000000,589593688,7831,6.3,Released,106,tt0830515,58,6.5
Medieval,"['Action', 'Drama', 'History']",32.488,2022-09-08,23000000,4311284,473,7.0,Released,126,tt8883486,46,5.9
Falling for Christmas,"['Romance', 'Comedy', 'Family']",31.982,2022-11-10,0,0,770,6.237,Released,95,tt14715170,40,5.2
Extreme Job,"['Action', 'Comedy', 'Crime']",30.468,2019-01-23,8120000,124652206,278,7.1,Released,111,tt9541602,N/A,7.0
Roald Dahl's Matilda the Musical,"['Family', 'Comedy', 'Fantasy']",42.99,2022-11-25,25000000,35617120,724,6.774,Released,117,tt3447590,72,7.0
Face/Off,"['Action', 'Crime', 'Science Fiction']",36.709,1997-06-27,80000000,245700000,5298,7.0,Released,139,tt0119094,82,7.3
Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",31.459,2006-09-22,76000000,70595464,7092,7.613,Released,109,tt0206634,84,7.9
Faster,"['Crime', 'Drama', 'Action', 'Thriller']",36.456,2010-11-23,24000000,23081726,1911,6.337,Released,98,tt1433108,44,6.4
A Most Violent Year,"['Crime', 'Drama', 'Thriller']",38.794,2014-12-31,20000000,12007070,1402,6.607,Released,124,tt2937898,79,6.9
"Paris, Texas",['Drama'],37.949,1984-07-16,1750000,2181987,1870,8.1,Released,145,tt0087884,81,8.1
Carmen 1945,['Drama'],36.817,1988-04-09,0,0,29,5.8,Released,119,tt0202500,N/A,6.3
Murder Mystery,"['Action', 'Comedy', 'Mystery']",28.456,2019-05-25,24000000,0,4423,6.274,Released,97,tt1618434,38,6.1
"Girl, Interrupted",['Drama'],38.194,1999-12-21,40000000,48350205,3813,7.563,Released,127,tt0172493,51,7.3
South Park: The End of Obesity,"['Animation', 'Comedy', 'TV Movie']",28.04,2024-05-24,0,0,159,7.6,Released,51,tt32375562,N/A,7.1
Adipurush,"['Action', 'Adventure', 'Fantasy']",27.616,2023-06-16,63000000,54300000,88,5.1,Released,179,tt12915716,N/A,2.7
Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",36.233,2000-11-02,92000000,264100000,4136,5.8,Released,98,tt0160127,52,5.6
Barbie and the Diamond Castle,"['Animation', 'Family']",32.441,2008-09-03,0,0,829,7.4,Released,78,tt1294138,N/A,6.4
Cujo,"['Horror', 'Thriller']",33.189,1983-08-10,5000000,21200000,1010,6.1,Released,93,tt0085382,57,6.1
Slumdog Millionaire,"['Drama', 'Romance']",39.69,2008-11-12,15000000,378400000,10550,7.734,Released,120,tt1010048,84,8.0
Yes Man,"['Comedy', 'Romance']",38.939,2008-12-09,70000000,223200000,6791,6.675,Released,104,tt1068680,46,6.8
Cold Pursuit,"['Action', 'Crime', 'Thriller', 'Comedy']",31.194,2019-02-07,60000000,76419755,2577,5.8,Released,119,tt5719748,57,6.2
Jackie Brown,"['Crime', 'Drama', 'Thriller']",29.187,1997-12-25,12000000,39673162,6312,7.4,Released,154,tt0119396,64,7.5
Diary of a Wimpy Kid: Rodrick Rules,"['Family', 'Comedy']",25.187,2011-03-25,21000000,72526996,1120,6.7,Released,99,tt1650043,51,6.6
Blackhat,"['Crime', 'Thriller', 'Action']",31.065,2015-01-13,70000000,17752940,2015,5.5,Released,133,tt2717822,51,5.5
CODA,"['Drama', 'Music', 'Romance']",37.199,2021-08-13,10000000,1905058,2248,7.936,Released,112,tt10366460,72,8.0
Dragon Ball Z: Cooler's Revenge,"['Action', 'Animation', 'Science Fiction']",41.683,1991-07-20,0,16331742,673,7.0,Released,48,tt1125254,N/A,7.0
Casino,"['Crime', 'Drama']",33.187,1995-11-22,50000000,116112375,5813,8.0,Released,179,tt0112641,73,8.2
Beneath the Planet of the Apes,"['Adventure', 'Science Fiction', 'Mystery']",30.93,1970-04-23,3000000,18999718,1316,6.2,Released,95,tt0065462,46,6.0
Saturday Night Fever,"['Music', 'Drama']",26.68,1977-12-16,3500000,237113184,1905,6.7,Released,118,tt0076666,77,6.8
Tidal Wave,"['Action', 'Drama', 'Thriller']",30.178,2009-07-22,16000000,71641901,454,6.9,Released,120,tt1153040,N/A,5.5
Red Right Hand,"['Crime', 'Action', 'Thriller']",29.242,2024-02-22,0,0,136,6.871,Released,111,tt19244260,N/A,5.4
Escape from the Planet of the Apes,"['Action', 'Science Fiction']",30.091,1971-05-20,2500000,12400000,1075,6.4,Released,98,tt0067065,69,6.3
Chinatown,"['Crime', 'Drama', 'Mystery', 'Thriller']",35.173,1974-06-20,6000000,30000000,3822,7.9,Released,130,tt0071315,92,8.1
Tangled Ever After,"['Animation', 'Comedy', 'Action', 'Family']",34.682,2012-01-13,0,0,1042,7.139,Released,10,tt2112281,N/A,7.5
Red Shoes and the Seven Dwarfs,"['Animation', 'Fantasy', 'Drama', 'Family', 'Comedy', 'Romance']",37.599,2019-07-25,0,10054356,1083,7.7,Released,92,tt4429160,N/A,6.4
Girl,['Thriller'],33.852,2020-12-11,0,0,213,6.1,Released,90,tt9392374,N/A,4.9
Santa Claus,"['Family', 'Fantasy', 'Comedy']",30.589,1959-11-26,0,0,164,6.561,Released,94,tt0053241,N/A,2.7
Taboo: Family Secrets,"['Romance', 'Drama', 'Thriller']",45.202,2024-10-22,0,0,1,2.0,Released,95,tt32881248,N/A,N/A
My Oni Girl,"['Animation', 'Fantasy', 'Adventure', 'Family']",32.131,2024-05-24,0,0,65,7.246,Released,112,tt31788773,N/A,6.0
Dange,"['Action', 'Drama', 'Thriller']",28.245,2024-03-01,0,0,3,5.7,Released,150,tt31100872,N/A,5.4
The Ghost and the Darkness,"['Adventure', 'Action', 'Thriller', 'Horror', 'History']",29.087,1996-10-11,50000000,38619405,1020,6.8,Released,109,tt0116409,46,6.8
The Pink Panther,"['Comedy', 'Mystery', 'Crime', 'Adventure', 'Family']",26.339,2006-02-10,65000000,158851357,1911,5.8,Released,93,tt0383216,38,5.7
Shrek 5,"['Animation', 'Family', 'Comedy', 'Fantasy']",38.621,2026-07-01,0,0,0,0.0,In Production,0,tt6113186,N/A,N/A
The Wrath of Becky,"['Action', 'Horror', 'Thriller']",28.616,2023-05-26,0,0,329,6.3,Released,83,tt20916568,51,6.1
Rose Matafeo: On and On and On,['Comedy'],34.4,2024-12-18,0,0,0,0.0,Released,61,tt34671774,N/A,N/A
Hitman's Wife's Bodyguard,"['Action', 'Comedy', 'Crime', 'Thriller']",29.843,2021-06-14,70000000,70060492,2273,6.7,Released,100,tt8385148,32,6.1
The Others,"['Horror', 'Mystery', 'Thriller']",47.583,2001-08-02,17000000,210000000,6514,7.6,Released,104,tt0230600,74,7.6
A Charlie Brown Christmas,"['Animation', 'Family', 'Comedy', 'TV Movie']",39.828,1965-12-09,96000,0,675,7.7,Released,25,tt0059026,N/A,8.3
Dora and the Lost City of Gold,"['Adventure', 'Comedy', 'Family', 'Fantasy']",35.588,2019-08-08,49000000,120600000,1712,6.6,Released,102,tt7547410,63,6.1
Sub Rosa,"['Drama', 'Romance']",28.0,2014-08-10,0,0,14,6.0,Released,22,tt3071792,N/A,6.2
Proximity,"['Science Fiction', 'Drama']",28.337,2020-05-15,0,0,310,6.6,Released,119,tt8718300,38,4.8
Return to the Blue Lagoon,"['Adventure', 'Drama']",31.819,1991-08-02,11000000,2807854,1166,6.2,Released,98,tt0102782,28,5.2
L.A. Confidential,"['Crime', 'Mystery', 'Thriller']",28.329,1997-09-19,35000000,126216940,4930,7.8,Released,138,tt0119488,91,8.2
Ricky Stanicky,['Comedy'],32.138,2024-02-21,0,0,591,6.5,Released,113,tt1660648,N/A,6.2
Hijack '93,"['Thriller', 'Drama']",48.737,2024-10-24,0,0,19,5.2,Released,86,tt33540966,N/A,3.7
365 Days,"['Romance', 'Drama']",36.464,2020-02-07,0,9458590,8994,7.0,Released,116,tt10886166,N/A,3.3
Samson and Delilah,"['Adventure', 'Romance', 'Drama']",33.312,1949-12-21,3000000,11500000,215,6.516,Released,134,tt0041838,N/A,6.8
Saint Seiya: Legend of Sanctuary,"['Action', 'Animation', 'Fantasy']",35.314,2014-06-21,23000000,17150803,678,6.6,Released,93,tt2231489,N/A,5.4
With Every Heartbeat,"['Romance', 'Drama']",30.811,2011-07-29,0,0,346,7.12,Released,107,tt1859522,N/A,6.8
Love the Coopers,"['Drama', 'Comedy', 'Family']",29.568,2015-11-12,17000000,42426912,782,5.978,Released,107,tt2279339,31,5.8
From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']",31.562,1996-01-19,19000000,25800000,5904,7.0,Released,108,tt0116367,48,7.2
A Ghost Story,"['Drama', 'Fantasy']",22.319,2017-04-24,100000,1929659,2301,7.1,Released,93,tt6265828,84,6.8
Strays,"['Comedy', 'Adventure']",30.6,2023-08-17,46000000,32000000,823,7.3,Released,93,tt15153532,54,6.3
Bad Boys II,"['Action', 'Crime', 'Comedy']",38.815,2003-07-18,130000000,273339556,5464,6.645,Released,146,tt0172156,38,6.6
Gremlins 2: The New Batch,"['Comedy', 'Horror', 'Fantasy']",35.563,1990-06-15,50000000,41482207,2580,6.5,Released,106,tt0099700,69,6.4
Kneecap,"['Comedy', 'Drama', 'Music']",30.883,2024-08-02,0,4345446,73,6.9,Released,105,tt27367464,N/A,7.6
S.W.A.T.,"['Action', 'Thriller', 'Crime']",35.305,2003-08-08,80000000,207700000,2481,6.159,Released,117,tt0257076,45,6.1
Mickey's Once Upon a Christmas,"['Animation', 'Family', 'Comedy']",42.307,1999-10-31,0,0,655,7.1,Released,66,tt0238414,N/A,7.1
Uncut Gems,"['Drama', 'Thriller', 'Crime']",27.555,2019-08-30,19000000,50023780,4730,7.2,Released,136,tt5727208,91,7.4
Babes,['Comedy'],30.107,2024-05-17,3700000,3663309,49,6.0,Released,104,tt21276958,72,6.3
Casablanca,"['Drama', 'Romance']",31.3,1943-01-15,878000,10462500,5456,8.2,Released,102,tt0034583,100,8.5
Babes,['Comedy'],30.107,2024-05-17,3700000,3663309,49,6.0,Released,104,tt21276958,72,6.3
The Lego Movie,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",34.555,2014-02-06,60000000,470759687,7833,7.419,Released,100,tt1490017,83,7.7
Wolf Children,"['Animation', 'Family', 'Drama', 'Fantasy']",30.547,2012-07-21,0,55060661,2285,8.229,Released,117,tt2140203,71,8.1
Hostel,['Horror'],29.045,2005-09-17,4800000,81979826,3599,5.957,Released,94,tt0450278,55,5.9
Don Jon,"['Romance', 'Comedy', 'Drama']",39.555,2013-09-12,3000000,0,4268,6.011,Released,90,tt2229499,66,6.5
Fantasia,"['Animation', 'Family', 'Fantasy']",34.794,1940-11-13,2280000,76411819,3046,7.4,Released,124,tt0032455,96,7.7
Juno,"['Comedy', 'Drama', 'Romance']",26.795,2007-12-05,7500000,232372681,7148,7.054,Released,96,tt0467406,81,7.4
Alive,"['Adventure', 'Drama', 'History']",25.793,1993-01-15,32000000,36700000,1430,6.9,Released,127,tt0106246,56,7.1
Emmanuelle: The Joys of a Woman,"['Drama', 'Romance']",38.039,1975-12-15,0,0,141,5.6,Released,84,tt0072933,N/A,4.8
Knowing,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",37.788,2009-03-19,50000000,155446362,5306,6.2,Released,121,tt0448011,41,6.2
Double Jeopardy,"['Drama', 'Thriller', 'Mystery']",33.542,1999-09-24,70000000,177841558,1320,6.6,Released,105,tt0150377,40,6.5
Journey to the Center of the Earth,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",32.287,2008-07-10,45000000,101702060,4791,6.082,Released,93,tt0373051,57,5.8
Serendipity,"['Comedy', 'Romance', 'Drama']",44.786,2001-10-05,28000000,77516304,1907,6.943,Released,90,tt0240890,52,6.8
Possession,['Horror'],35.035,1981-05-27,2400000,1200000,1102,7.3,Released,124,tt0082933,75,7.3
Oblivion,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",35.036,2013-04-10,120000000,286168572,10652,6.649,Released,124,tt1483013,54,7.0
Cliffhanger,"['Action', 'Adventure', 'Thriller']",33.283,1993-05-28,70000000,255000211,2362,6.5,Released,112,tt0106582,60,6.5
Chernobyl: Abyss,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",31.045,2021-04-15,9100000,6459306,512,6.3,Released,136,tt10648714,N/A,5.2
Gonjiam: Haunted Asylum,"['Horror', 'Mystery']",35.284,2018-03-28,0,21041950,681,7.3,Released,95,tt8119752,N/A,6.5
The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",35.781,2016-04-06,115000000,164989338,4787,6.3,Released,114,tt2381991,35,6.1
Jigsaw,"['Horror', 'Mystery', 'Thriller']",35.032,2017-10-25,10000000,102952888,3671,6.226,Released,91,tt3348730,39,5.7
Spy Kids,"['Action', 'Comedy', 'Family', 'Adventure']",45.275,2001-03-18,35000000,147900000,3428,5.8,Released,88,tt0227538,71,5.6
The Last of the Mohicans,"['Action', 'History', 'Romance', 'War']",32.51,1992-08-26,40000000,75505856,3071,7.4,Released,112,tt0104691,76,7.6
Meet the Spartans,"['Comedy', 'Fantasy']",28.511,2008-01-24,30000000,85897593,1659,4.047,Released,84,tt1073498,9,2.8
The Black Cauldron,"['Animation', 'Adventure', 'Family', 'Fantasy']",32.507,1985-07-24,25000000,21300000,1296,6.426,Released,80,tt0088814,59,6.3
The Taste of Things,"['Romance', 'Drama']",39.802,2023-11-08,6500000,5970753,277,7.0,Released,135,tt19760052,80,7.4
One Life,"['History', 'Drama']",29.061,2023-12-21,0,51437352,660,7.8,Released,109,tt13097932,N/A,7.5
Never Back Down 2: The Beatdown,"['Drama', 'Action']",36.007,2011-09-13,3000000,0,640,6.4,Released,99,tt1754264,N/A,5.7
Sky High,"['Adventure', 'Comedy', 'Family']",36.005,2005-07-29,35000000,86369815,2293,6.2,Released,99,tt0405325,62,6.3
Foxy Brown,"['Action', 'Crime', 'Thriller']",44.01,1974-04-05,500000,0,218,6.3,Released,94,tt0071517,46,6.5
"Lyle, Lyle, Crocodile","['Comedy', 'Family', 'Music']",28.053,2022-10-07,50000000,104088441,574,7.0,Released,106,tt14668630,51,6.1
God of Pain,"['Horror', 'Science Fiction', 'Thriller']",39.083,2024-08-20,0,0,39,7.0,Released,100,tt14909408,N/A,4.9
